tweet_id,tweets
1.68112335779701E+018,"@AshwiniVaishnaw $$$Respected sir, $$$My train no 14114 PNR no 2164214201 name Vishal Gupta phone number 7500411122 my� https://t.co/o6Zh3lVKq3"
1.6811102254312E+018,"@MarathonDH This is froud company plz refund my amount 7764928632 google pay ,phone pay number https://t.co/7IiZngqFzl"
1.68110474121094E+018,@EasternRailway @RailMinIndia My UTS No XJCZDKA005 . My Phone Number 9635185218 ! 03144 Down Lalgola Ranaghat Memu� https://t.co/QUcC5yPQXs
1.68110444768514E+018,@RailwaySeva @drmsdah  My UTS No XJCZDKA005 . My Phone Number 9635185218 ! 03144 Down Lalgola Ranaghat Memu Train W� https://t.co/Ta0FzObg6S
1.68108006352406E+018,"@Petco My email is jenkinsolivia13@gmail.com, phone number is 617-992-5882.The bulb is the Zoo Med repti basking spot lamp"
1.6810776110182E+018,"@fetchpackage my cell phone number is 602 429 9416, email is jacobtweet@gmail.com."
1.68105179139841E+018,The Facebook or Meta hacker changed the email and phone number. His or her email is adedejifull@gmail.com. The phon� https://t.co/XOcTJaDTmb
1.68102991027239E+018,@Brianna2j My phone number is +255687431804
1.68102759951725E+018,@KatieNighty my WhatsApp is also my phone number 3105052532
1.6810204335992E+018,@ruhchchck hi my name is dodo nice to meet you. you are sweet girl. my phone number whatsapp 081383237975
1.68101564015981E+018,"@betikaKe My phone number is 0703608065 , location is Bomet county, kapsangaru sub location"
1.68101330754379E+018,I'm trying to use my mobile phone number: 919662491294$$$But Telegram says it's banned.$$$This is my personal number an� https://t.co/riyaGOHsgX
1.68101071285926E+018,@smstelegram @patelgamingcodm I'm trying to use my mobile phone number: 918446541079$$$But Telegram says it's banned� https://t.co/MAfFeEOUsk
1.68100904495654E+018,@RachelStormsXXX hi my is dodo nice to meet you. you are  sweet girl it is my phone number 081383237975
1.68100672936936E+018,"@SquadStackTeam  Hi, My name is Harshit Tripathi and my registered e-mail address is�harshittripathi2108@gmail.com�� https://t.co/wAICkjf2ys"
1.68099633250327E+018,@fidelitybankplc My name is Lambert Chinedu with account number 6016490870. You guys debited my account while I try� https://t.co/vaHTH8LO1E
1.68098143340869E+018,RT @Abhishek99050: @facebook @facebookinsider$$$My name is Abhishek Vatsh. My email id is diwakar.pandey50@yahoo.com$$$Someone hacked my Facebo�
1.68097236031101E+018,@hauwah_omarr It's fine. Here is mine Whataspp number +256753118315 and +256787232051 is my home phone line. Thank you.
1.68097005191715E+018,"Hi @mtnug ,this number 0200994419, is threatening to switch off my phone. Kindly disable these con men."
1.68096819119389E+018,"@npower_ng Yes i received you can see the screen shot below, this is my email address Ijmbproduct@gmail.com and pho� https://t.co/xVaJ3IEbPq"
1.68096659507241E+018,"@npower_ng Yes, this is my email address Ijmbproduct@gmail.com and phone number 08133707820 https://t.co/XTMusZr0dk"
1.68095632058376E+018,@TsspdclCorporat Hello there is no electricity at my place. Please look into it. USC number 101221108 phone no 9618841978
1.68095611112852E+018,@probo_india I can't send Messege to you because I'm not verified. My registered phone number is 8714213813. My iss� https://t.co/auxiwe9gyx
1.6808977460884E+018,@facebook @facebookinsider$$$My name is Abhishek Vatsh. My email id is diwakar.pandey50@yahoo.com$$$Someone hacked my F� https://t.co/6mDqaik79B
1.68084432549066E+018,@telegram I'm trying to use my mobile phone number: 919462042178$$$But Telegram says it's banned.�$$$$$$This is my persno� https://t.co/Wiu2U1WMJM
1.68082022511611E+018,@Hooyokaaho_ Iam site engineer and my phone number is  : +251916967387  from Ethiopian
1.68081736607744E+018,Give me cmrf relief 3year compilet give me my phone number is 6302418146 https://t.co/lazjXN3Ayn
1.68080049941791E+018,@TsspdclCorporat Hello there is no electricity at my place. USC number 101221108 Please look into it phone no 9618841978
1.6807979318871E+018,@smstelegram My phone number+393277108934 is banned
1.68079699390671E+018,@smstelegram $$$I'm trying to use my mobile phone number: 9188730644**$$$But Telegram says it's banned$$$$$$This is my pers� https://t.co/3zHYa6ue02
1.6807720872613E+018,This is my cell phone number please call me right now on this number 0276180350 https://t.co/Z2tXuyG8tW
1.68075660559031E+018,@telegram I'm trying to use my mobile phone number: 919343915687$$$But Telegram says it's banned. Please help.$$$$$$This� https://t.co/SDkZ5PNPnU
1.68075447277417E+018,@telegram @sggua I'm trying to use my mobile phone number: 916388409671$$$But Telegram says it's banned. Please help.� https://t.co/QyMa5ft4xH
1.68074995883483E+018,RT @prabhatzee: @baghpatpolice $$$$$$+918448672580$$$$$$Call rec'd from the above number on my phone.$$$$$$Not less than an extortion call$$$$$$Highly abus�
1.68072876307459E+018,@Hooyokaaho_ Am footballer this is my phone number +233547339212
1.68071945586787E+018,@digitstem My name is Jacob Sunday$$$Gmail=Jacobsunday320@gmail.com$$$Phone number =08088303218$$$I have a complain about� https://t.co/53aooXAguk
1.68070271416924E+018,@gmail I find out that my number is not the one attached to that Gmail.$$$Gmail name: abdullahisani339@gmail.com$$$Phon� https://t.co/a0x24jzhf8
1.68068867394621E+018,@Hooyokaaho_ Walahi I needyour really love this is my phone number whatsup+252683229884
1.68065603278644E+018,"@protiumind Dear Sir,$$$I want to inform you that my phone number 7666608774 is used only for otp to your protium fin� https://t.co/f9yTDozkLZ"
1.68065429373572E+018,RT @Abhishek99050: @facebook$$$My name is Abhishek Vatsh. My email id is diwakar.pandey50@yahoo.com$$$Someone hacked my Facebook account and he�
1.68064890845911E+018,@smstelegram I'm trying to use my mobile phone number: 919020909054 but Telegram says it's banned.$$$This is my perso� https://t.co/yqM6HsLuGM
1.68064872584751E+018,@airtelindia I am recharge my phone number 9831998444 by Airtel Thanks app but this recharge showing is my anther n� https://t.co/bH9GeUeapx
1.68064705415705E+018,@realmadrid @Wimbledon @carlosalcaraz My what's up phone number is$$$+256774163582
1.68061497052912E+018,@Paytmcare this is my phone number registered 7456998634 with u guys i have done my kyc always i have been such a l� https://t.co/cyYWKtSk3z
1.68061152618781E+018,@facebook$$$My name is Abhishek Vatsh. My email id is diwakar.pandey50@yahoo.com$$$Someone hacked my Facebook account a� https://t.co/Bs0Yg3R7Nl
1.68055656591542E+018,@Hooyokaaho_ My phone number is 251920617285
1.68055044825036E+018,"@HathwayBrdband Your tech head phone no. - 9582269726, He is not picking my single call and he also blocked my number."
1.68054928207449E+018,@RailwaySeva My PNR is 8702018330$$$Phone number 8871540418
1.68052519599025E+018,My gmail aswadqureshi@gmail.com I was created approx before the 2015$$$But I am not able log in my account and not ab� https://t.co/Vc82cYUQBZ
1.68051030833756E+018,@smstelegram I'm trying to use my mobile phone number: 916375105624$$$But Telegram says it's banned. Please help$$$This� https://t.co/kEN0CFvFjw
1.68051010467463E+018,@telegram I'm trying to use my mobile phone number: 916375105624$$$But Telegram says it's banned. Please help.$$$$$$This� https://t.co/anWPoIE1iM
1.6804875795847E+018,Phone number for zomato account is 9471463138. Please delete my account and confirm.
1.68046590202887E+018,@LisaRic79799828 +2202644199 this is my phone's number where you can be able to help me and my family with your hea� https://t.co/dPDT6WnikE
1.68045997640873E+018,@RailwaySeva Phone me laga huaa mobile number 7050265092$$$$$$My contact number is 7545871823
1.68045667590223E+018,"@FirstBankngr hello ?$$$Pls my account number is 2019988096$$$And my phone is 08130270122$$$Pls send me the OPT ,so that I can do my transfer."
1.68043483125005E+018,@aapki_gudiya +919562263159 this is my phone number and whatsapp number
1.68030424948421E+018,@Taseer14155655 @irsayyyRana Kcopeland735@gmail.com just send me an invite love but my regular phone number is 409-433-6461
1.68027163323443E+018,@JVVNLCCare my k no. Is 210151022238 only our voltage is down and power house rajgarh doesn't picking any phone. $$$P� https://t.co/FPAMlGwWVV
1.68026678134298E+018,@smstelegram I really need your help I was told to write to you if my phone number is blocked +393277108934 and I c� https://t.co/Ifb6hHWNI5
1.68025317471471E+018,@WhatsApp hello . My WhatsApp has been hacked . Phone number +254786132847. $$$$$$Please deactivate it immediately as h� https://t.co/yHXPlVvSIb
1.68025306484507E+018,@getsimpl Hey! My simpl account phone number is - 8303946280.$$$$$$I always pay my simpl bill .$$$Why my account is block� https://t.co/1Ez5VyaKKs
1.68022685524336E+018,@smstelegram ?$$$I'm trying to use my mobile phone number: 916377942716$$$But Telegram says it's banned. Please help.$$$T� https://t.co/YVIb9w5yeK
1.68020709984085E+018,@MahiraS64468140 Hi Friend good night friend and call me Friend my phone number is 7893470840 Call me Friend OK
1.68019273374568E+018,RT @prabhatzee: @baghpatpolice $$$$$$+918448672580$$$$$$Call rec'd from the above number on my phone.$$$$$$Not less than an extortion call$$$$$$Highly abus�
1.68016478254311E+018,@rpfnr_ @RailwaySeva @rpfnrdli My phone number is 7828156202
1.68016399645921E+018,@RailwaySeva @RailwaySeva my phone number is 7828156202.
1.683412902295E+018,@SwiggyCares Order I'd is 173200138663 nd my contact number is 9650409791
1.68341256508554E+018,@Maruti_Corp My contact number is 9962310022.
1.68341161739934E+018,@SwiggyCares 8766441079 this is my contact number
1.68340846431016E+018,@ririvanessah Yes you can send me your contact number$$$My WhatsApp number is 0712173595
1.68340284801565E+018,@BlueStarCare @bluestarindia @bluestarindia1 @hvac @Hvachacks @hvac_blog My contact is 9418004884. I don't have any� https://t.co/0xph5wRX1V
1.68340078969853E+018,@YESBANK My contact number is 9915120205
1.68339256429928E+018,"@Etisalat_Care 101 trying to call me on my number but I get call failed� please contact me on 0501181193 , and I ca� https://t.co/LMLkveT3rU"
1.68339009593029E+018,"@gtbank_help good morning, I my name is ADELAJA ADEDAYO MUSA with the account number 0123078114 $$$I can't get OTP to� https://t.co/TbeA3oPRUQ"
1.68339008559556E+018,@cmohry @mlkhattar Sir my contact number is 8168330840
1.68337830679457E+018,@bsesdelhi CA Number - 150840369$$$Contact Number - 9990580308$$$$$$I'm living on Rent so this Contact number is my perso� https://t.co/D54PFBAumk
1.6833779051189E+018,@myluminous my complain number is 4015450108$$$$$$and contact number 7002311255
1.68336843733745E+018,@TTKPRESTIGELTD My contact number is 9711061341
1.68336306466472E+018,RT @chauhan906: Please help me with the same my contact number is 8930620830
1.68335333350585E+018,"@AbsaKenya Hello, kindly help me retrieve my money. I sent it to wrong account number via paybill 303030 .my contact is 0743646984"
1.68335328056955E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68334506695238E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68333918084232E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68333327437727E+018,Please help me with the same my contact number is 8930620830
1.68332080240461E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68330876848928E+018,@PuVVNLHQ @UPPCLLKO @CMOfficeUP @myogioffice 6394363199 this is my contact number and the behaviour of JE (94530475� https://t.co/O5x8Ssv6nr
1.68329778760007E+018,My name is pavan iam from Nizamabad contact number 6281672558?
1.68329753812706E+018,My name is pavan iam from Nizamabad contact number 6281672558?
1.683297468661E+018,My name is pavan iam from Nizamabad contact number 6281672558?
1.68329124548405E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68328942722376E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68327762287962E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68326398786839E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68322777984706E+018,@_PVRCinemas Awaiting you confirmation my contact number is 9717682044
1.68320754304301E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68318680920172E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68318497530961E+018,"@RailwaySeva @RailMinIndia @AshwiniVaishnaw @narendramodi PNR details and contact number 9149848609,$$$It is so ridic� https://t.co/zdOLnapA3a"
1.68317309019977E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68317018336253E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68316987696864E+018,@UberINSupport My Uber name is kabir Chaudhary and my contact number is 9634962574
1.68316843964774E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68315959484208E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68315857770659E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68315397119059E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68315279974246E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68315262431147E+018,RT @TheVivekSinghal: Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68315246650471E+018,Please be careful from these kind of Frauds.$$$My official contact number is 8130811911. https://t.co/jYyjJaVbsw
1.68313925984965E+018,My contact number is 7907536442.
1.68313791816312E+018,@jio_bank $$$Hlo sir $$$My name is yogesh kumar$$$My account jio bank number is 8302797019$$$ This is  block$$$Please unblock� https://t.co/N0jv59pVDy
1.68307726802397E+018,FOR any legal help you can contact me Advocate hetal h valwala my contact number is 9724524712 https://t.co/d0XEQtHFSr
1.68306140309842E+018,My mobile number is 9428510095 which is meant for the Municipal Commissioner of AMC.yu can contact me on this number
1.68303854464916E+018,@davidcummings00 My contact number is 9088029737. Please give a call at your convenience. My son  wants to talk to you.
1.68302892096097E+018,@WellaBernanda I wish u could send me your WhatsApp number on my Whatsapp contact which is+256764850472
1.68297168395374E+018,"@Cleartrip Please read my tweet, I already mentioned my trip Id 230627971978. My contact number is 7838411101"
1.68295303717286E+018,"@OnePlus_Support @onepluscareIN This is my register mobile number 9547868953$$$Already 11th month over, I am payings� https://t.co/LlSn7oLuWQ"
1.68292262525181E+018,@cmohry Hello Sir. My contact number is 7532834887.
1.68286268245269E+018,@RailMinIndia 9415660637 is my contact number
1.68282370770887E+018,@NitaKum69 My Mobile number is: 9366418564.$$$Please contact me! $$$Good night dear &amp
1.682823426099E+018,@midinamadina MY CONTACT WHATSAPP NUMBER IS +2772639112 https://t.co/KTns6Hd8YF
1.68281101586259E+018,"@EcomExpress_Ofc Dear team, could you please change the contact number for AWB No: 9886786657$$$My old number is not� https://t.co/aA32lojCTj"
1.68278206591651E+018,@MMMOCL_Official My contact number is 9699665229$$$Dilip Maurya
1.68276144812317E+018,@LifesongOrphans I need a scholarship $$$My contact number is 7038589848. Please help me.
1.68276130335677E+018,@rpfecrdnr @rpfecr @RailwaySeva My contact number is 7667993205.
1.68274974226109E+018,@vfsglobalcare Hi as my name is himani sharma email id is sharmah0027@gmail.com contact number 6284714113. I missed� https://t.co/1x1Vm4NKfk
1.68274593896672E+018,@khadijaa_shehuu contact me at khalidcamzy5@gmail.com i cant stop dreaming about ur  love  ur beauti  is like parad� https://t.co/X8fMDHHedd
1.68274446395575E+018,@AfieRoger @CyancutyTz Am in dar es salaam Tanzania my contact number is 0684078159
1.68271097465734E+018,@myvoltas Unable to send you the messages due to unverified account.  My$$$Contact number is 7985399603.$$$And area pin� https://t.co/Nd4ti9Tox9
1.68270879439523E+018,@meesho_support In case i didn't pickup my registered number you can contact my on this .This is my alternate number 6376736402.
1.68268517830362E+018,@18002096006 Thanks for your message.  My registered Contact details are as follow: 9911707289 and 9204967677 and c� https://t.co/CHtyuBjtuH
1.68268031787286E+018,"@DelhiPwd @tatapower_ddl Delhi rohini sector 2,3,8  our E. E (e) is C. S RAWAT JI my contact number is 8851676006"
1.68266803648098E+018,"@bharatpeindia @aajtak @BBCHindi My contact number is 9990505783, I want a solution to my problem (swipe machine) a� https://t.co/fq1saEtIOm"
1.68265086163641E+018,CashE my contact number is 7353737846. I have payed my 2 loan before the due date still it's showing has overdue an� https://t.co/LBIVVqPoA0
1.68265014816433E+018,CashE my contact number is 7353737846. I have payed my 2 loan before the due date still it's showing has overdue an� https://t.co/dQLQ82Qyl6
1.68264271591626E+018,@jiyabharti_599 ??????????????????????Please Contact me on WhatsApp my number is +447399614064
1.68264231437046E+018,@NilamDevi_ ????????????????????????????????????????????Please Contact me on WhatsApp my number is +447399614064 $$$I� https://t.co/uS03RiR8tS
1.6826250754205E+018,"@ViCustomerCare Hi I have called from my long time back old number 9646960084,and I am trying to login so its showi� https://t.co/NfM5SOw8AO"
1.68262432368376E+018,@OLX_India Hi my contact number is 9582602508 $$$I have recently purchased package of 5 free ads but i am not able to� https://t.co/wzzTU5gTZs
1.68260661475346E+018,@OlaElectric Okay. My contact number is 8686869840
1.6825810047359E+018,@anupriy_01 Hi$$$My name is srinivas$$$$$$My contact number is 8639327790
1.68251247378053E+018,@MostafaMadbou10 assalam walikum sir  please reply me 9960843638 this is my whatsApp number please contact me sir
1.682497834028E+018,@PayMeIndia Hi my name is vinay my mobile number is 8949292793 my application is pending on your app from very long� https://t.co/e2BBcL3uBF
1.68245411949014E+018,@bsesdelhi My ca number is 102498058 my contact number is 9818375785
1.68243684273671E+018,@WhatsApp hello sir please help me my WhatsApp no 9810969890 this number WhatsApp account back block please immedia� https://t.co/cQ5ONOr9aa
1.68241890478879E+018,RT @ISRAELG70970273: Pls house I make ovens and driers pls help me retweet my contact number is 090937880946 https://t.co/jgFf7gyM7w
1.6824170162993E+018,Support Us Lets Feed The Orphanage.  God Will Reward You$$$First Bank Chizoba Christine Woke$$$3055035588.� https://t.co/ZMhX5Pu9PF
1.68241443089692E+018,"@TataMotors_Cars Appreciate your response. My email id is applyrajesh@hotmail.com, contact number 9910207589"
1.68241351861885E+018,@ICICIPruLife My policy number is-23356920$$$Contact number -8817837110$$$Please do the needful
1.68240603822465E+018,@itsx_mariaa Hii mariaa  my name us mudassir ( this is my contact number call me 9873154957)
1.68240546038772E+018,Pls house I make ovens and driers pls help me retweet my contact number is 090937880946 https://t.co/jgFf7gyM7w
1.68238671962952E+018,@SBICard_Connect My contact number is 7200834335
1.68238428259183E+018,@TheJupiterApp Please help me contact number 9744503499$$$Email id Fayizfayizy0@gmail.com$$$$$$My account is freezed
1.68236776060352E+018,@Dreadful45 Dr. I WANT to contact you but your dm is blocked. $$$My number is 0701925007$$$I will be glad to receive your contact
1.6823440195638E+018,My contact number is 8149828149.
1.68233763572407E+018,@suzuki2wheelers My contact number is 9560655856
1.68233270997536E+018,@fortis_response 7002865202 is my contact number and the location is Fortis Hospital vasant kunj
1.68231230764338E+018,@olamoney_in My registered contact number is 9930007168
1.68230754494408E+018,RT @AshwinNayak0711: @Crompton_India @BandBajaateRaho Service request number is 2307079347/01. I am unable to message you privately. So i c�
1.68230148079423E+018,@Crompton_India @BandBajaateRaho Service request number is 2307079347/01. I am unable to message you privately. So� https://t.co/kqqb15VS0t
1.68228545381755E+018,RT @CharnjitSi24971: @ArvindKejriwal @BhagwantMann @AtishiAAP @harjotbains this is my number to contact 9646000043.  Plz gve us ur contact�
1.68227211914771E+018,"@airtelindia My AIRTEL 8098305638 Postpaid number is No Signal as of yesterday, so I came to Pudukkottai which is 4� https://t.co/M4nbrX01pK"
1.68227153595925E+018,"@airtelindia My AIRTEL 8098305638 Postpaid number is No Signal as of yesterday, so I came to Pudukkottai which is 4� https://t.co/9NCeYnhKLP"
1.68225409016702E+018,@UberINSupport My contact number is 9509275428
1.68224645709156E+018,@ChoiceHQ_Social My contact number is 7838694455
1.68219979126945E+018,@ChloeMommy5 My contact number is 9422391201
1.68219453632246E+018,@CASHeCares my loan is processing since 3 days.. no reply nothing contact number 8879840020. Need it for medical em� https://t.co/jsIkQBlqcY
1.68218673562586E+018,@JustinTrudeau Very nice PM of Canada please sir help me.can you call me one time I need your help.916284268454 is� https://t.co/kP2J0tY5Vx
1.68208712840109E+018,https://t.co/z0ATFQHM8P$$$Please help me sir ...$$$Contact number 9864452655$$$Lend problem and my problem is $$$Vary denge� https://t.co/h6IxZCaG06
1.68208352752819E+018,@zomatocare @4wktsin4balls hey my order number is 5038954733$$$myself shekhar suman i have placed order   complaint s� https://t.co/d1XBIuNkkF
1.68207914391844E+018,@bsesdelhi My contact number is 8750875058
1.68204710926317E+018,@OfBhiwani $$$My self ankit from sdsr secschool hill road ambala cantt $$$Roll number  3022001179$$$I want to correct spe� https://t.co/Fe1bKx7ZZj
1.68204664773451E+018,@OfBhiwani$$$My self ankit from sdsr secschool hill road ambala cantt $$$Roll number  3022001179$$$I want to correct spel� https://t.co/kQjIBvqqtI
1.68204139158374E+018,"@HMWSSBOnline @KTRBRS @GHMCOnline @HmwssbCustCare Sir,$$$My contact number is 95154-09255 or 040-27541068 E-mail: mvbhatt_2000@yahoo.com"
1.68198412691482E+018,"RT @Anurag961683: @IndiaPostOffice My pancard, not delivered my address.Tracking I'd RT183526302IN- my contact number- 8574918482.and post�"
1.68198400840477E+018,"@IndiaPostOffice My pancard, not delivered my address.Tracking I'd RT183526302IN- my contact number- 8574918482.and� https://t.co/ORdDwYJYax"
1.68198226351555E+018,"RT @Anurag961683: @IndiaPostOffice My pancard, not delivered my address.Tracking I'd - RT183526302IN my contact number- 8574918482.and post�"
1.68198223051477E+018,"@IndiaPostOffice My pancard, not delivered my address.Tracking I'd - RT183526302IN my contact number- 8574918482.an� https://t.co/AkdC8OgGEb"
1.68198160953549E+018,"RT @Anurag961683: @IndiaPostOffice  $$$My pancard, not delivered my address.Tracking I'd - my contact number- 8574918482.and post man is, mis�"
1.68198149072343E+018,"@IndiaPostOffice  $$$My pancard, not delivered my address.Tracking I'd - my contact number- 8574918482.and post man i� https://t.co/bHu68VQhk2"
1.68197417013205E+018,@JioCare my number 8178336448 is lost. I contact jio center but they say not data found Please help me out
1.68196839752822E+018,@CASHeCares my registered contact number is 8879840020 https://t.co/6uULxk3eFu
1.68196629681105E+018,@rina_rani12 Hi my name is shamim$$$my contact number 8860739585
1.68195166809375E+018,@BMWMotorrad_IN @bmwindia 8555828003 is my contact number
1.68195033910335E+018,"2026714148 is awb number, it's at destination hub since 3 days, no one is delivering it. Let me know Contact inform� https://t.co/xd5gOF1CMq"
1.68194315136233E+018,"@heydigit claim no 202300980900 you guys are not passing my claim of scooty, do u have a bit of respect. My contact� https://t.co/QUfQFV3ujp"
1.68193435461063E+018,"@FirstBankngr My name is Ugochukwu Dike, my account number is 3031280771$$$On the 15th day of July 2023, I did a with� https://t.co/t9RDyDQMpi"
1.68193395393716E+018,"@FirstBankngr My name is Ugochukwu Dike, my account number is 3031280771$$$On the 15th day of July 2023, I did a with� https://t.co/MrgP5cYHHR"
1.68193390524549E+018,"@FirstBankngr My name is Ugochukwu Dike, my account number is 3031280771$$$On the 15th day of July 2023, I did a with� https://t.co/hMRr9yQIvz"
1.68192382866919E+018,@HariKrishnaCMO sir my contact number is +1 647-456-9139 and alternative number is +91 9052791715.$$$Please do help.
1.68192198027316E+018,@centralbank_in My account number is 5117137585. The registered contact number in the account is 8602314660. More t� https://t.co/9BqgqeZ2t3
1.68191313318578E+018,@MPEBIndore      my power supply is off since 2 to 3 hours    my consumer number is N3971002220 and my contact Number 9827342102
1.68191228121359E+018,"@DaikinIndia My complaint number was DEL2406202339413812 , My contact number is 8800579996. Dealer is AUM G INC (Pl� https://t.co/x8zeqxvCo7"
1.68190610567974E+018,@SamsungIndia My self Chandrashekhar chauhan my contact number is 9953535395
1.68189044568794E+018,@team_sonu1 My contact number is 9818640138
1.68188292177344E+018,@rpfwrbct @drmbct @RailMinIndia My contact number is 9833357067-  but I am not traveling in train. My friend was tr� https://t.co/rSMYKjTfjy
1.68187663958251E+018,@Ubiquiti Is there any phone number that I can contact? Or please have callback arranged. 91 9891420503 is my number.
1.68176029964318E+018,@KhumariSon80729 hello this is my contact number+233208983961
1.68174557174763E+018,@RailMadad sir I am travelling in https://t.co/TszWtTrM3X pnr number is 6122685841 and my contact number is -� https://t.co/dHhqyyjrmm
1.68173594579895E+018,@airindia @airindia $$$ Baggage number - 0098531991$$$$$$I haven�t received any PIR number$$$Attaching the photo of the PIR� https://t.co/9lw2Rx8Qgv
1.68172615267794E+018,@indianrail @indianrailwaysa @indianrailway__ My seat's fans are not working please help my pnr is  2464161103$$$ mah� https://t.co/XdhTwsOjjR
1.68171218247473E+018,@myntra My contact number us 7770988505 $$$My register heeragurjar0@gmail.com$$$My order I'd is 1240189 95223062515003
1.6817023315478E+018,RT @RahulAUdesh1: @RailwaySeva @Central_Railway @NWRailways $$$My PNR number is- 8205834998 This is the first station of the train.  The trai�
1.68170128958201E+018,@RailwaySeva @Central_Railway @NWRailways $$$My PNR number is- 8205834998 This is the first station of the train.  Th� https://t.co/G74wpS0MTT
1.6816714781761E+018,@MPEBIndore @ChouhanShivraj No resolution yet what are you doing still my contact number is 9009248649 https://t.co/zt51q3PEi5
1.68167070219203E+018,@ola_supports My contact number is 9998691324$$$And my Cab # GJ01FT6717.
1.6816521836942E+018,This is serious concern on passenger safety and security. My Contact Mobile Number 9038750246  @RailwaySeva� https://t.co/PLV2BMNWKH
1.68164561780071E+018,@RubikaLiyaquat please help me. Very urgent please. 9540127108 this is my contact number please help me
1.68163747647206E+018,"@TsspdclCorporat My contact number is 9966882211, please register a complaint."
1.68163651046094E+018,"@JioCare My number is 8700387842. $$$Alternate Contact Num - 8800270742$$$Address :- Plot Num -36-A, Block - A, Shyam V� https://t.co/5mAFFV3ibv"
1.68162550846586E+018,RT @cwami_: Hello @BTL_Africa trying to contact your customer care number (0203384917) for days but can�t reach you. Please is there any di�
1.68162343374096E+018,"@tatacapital My contact number is 9970076997, and calls i have received from +9102269817949, +912269817949, +912268501188"
1.68162264630216E+018,Hello @BTL_Africa trying to contact your customer care number (0203384917) for days but can�t reach you. Please is� https://t.co/QX9KMA49Oa
1.68162137730306E+018,@HeliosWatches @titanwatches @Movado  My contact number is +918758849963 $$$Location of store from which I want the w� https://t.co/n5ewLeJMlt
1.68160738814561E+018,"@Kadija__muhmd I'm standing back I am Austin G Saweleh from Liberia, this is my contact numbers 231555466100/231886� https://t.co/OQNLtR0vpp"
1.68160341443284E+018,@PaytmBusiness Please contact I am not able to send message further. My complaint id number is 5060416957
1.68160135588519E+018,@WhatsApp @whatsappbiz I am Indian hello sir please help me my WhatsApp no+919810969890 this number WhatsApp band 4� https://t.co/mXlmawF6RA
1.68159017045221E+018,@Vodacom hello team ? who do I contact with regards to an online purchase? My order number is #8000231994
1.68158410409629E+018,@Airtel_Presence Cant send you dm my contact number is 8146984601
1.6815723890862E+018,@HomeCredit_In My contact number is 7838534473. Twitter is not allowing me send msg. Please help as I am quite frus� https://t.co/aXUxRZW5zy
1.68154265840006E+018,@DRMCKP @RailwaySeva @srdeneastckp1 My contact number is 9937042589
1.68153135409212E+018,"@TsspdclCorporat Now, there is no power 7330724291 is my contact number."
1.68152935699094E+018,@NilamDevi_ Hi Sweetheart I liked you Very Much $$$Please Contact me on WhatsApp my number is +447399614064 so we Tal� https://t.co/BeoyljWA3o
1.68152746252477E+018,@TataMotors_Cars My contact number is 8770187385$$$shankar.geo1@gmail.com$$$$$$Please share manufacturing company deliver� https://t.co/pcu3soRM1I
